; Speeches List by alexguirre
; Format:
; VOICE_NAME = SPEECH_NAME, INDEX
G_M_M_KORBOSS_01_KOREAN_MINI_02 = PINNED_DOWN, 2
G_M_M_KORBOSS_01_KOREAN_MINI_02 = PINNED_DOWN, 3
G_M_M_KORBOSS_01_KOREAN_MINI_02 = PINNED_DOWN, 4
G_M_M_KORBOSS_01_KOREAN_MINI_02 = PINNED_DOWN, 5
G_M_M_KORBOSS_01_KOREAN_MINI_02 = PROVOKE_BAR, 1
G_M_M_KORBOSS_01_KOREAN_MINI_02 = PROVOKE_BAR, 2
G_M_M_KORBOSS_01_KOREAN_MINI_02 = PROVOKE_BUMPED_INTO, 1
G_M_M_KORBOSS_01_KOREAN_MINI_02 = PROVOKE_BUMPED_INTO, 2
G_M_M_KORBOSS_01_KOREAN_MINI_02 = PROVOKE_FOLLOWING, 1
G_M_M_KORBOSS_01_KOREAN_MINI_02 = PROVOKE_FOLLOWING, 2
G_M_M_KORBOSS_01_KOREAN_MINI_02 = PROVOKE_GENERIC, 1
G_M_M_KORBOSS_01_KOREAN_MINI_02 = PROVOKE_GENERIC, 2
G_M_M_KORBOSS_01_KOREAN_MINI_02 = PROVOKE_GENERIC, 3
G_M_M_KORBOSS_01_KOREAN_MINI_02 = PROVOKE_GENERIC, 4
G_M_M_KORBOSS_01_KOREAN_MINI_02 = PROVOKE_GENERIC, 5
G_M_M_KORBOSS_01_KOREAN_MINI_02 = PROVOKE_GENERIC, 6
G_M_M_KORBOSS_01_KOREAN_MINI_02 = PROVOKE_HIT_CAR, 1
G_M_M_KORBOSS_01_KOREAN_MINI_02 = PROVOKE_HIT_CAR, 2
G_M_M_KORBOSS_01_KOREAN_MINI_02 = PROVOKE_STARING, 1
G_M_M_KORBOSS_01_KOREAN_MINI_02 = PROVOKE_STARING, 2
G_M_M_KORBOSS_01_KOREAN_MINI_02 = PROVOKE_TRESPASS, 1
G_M_M_KORBOSS_01_KOREAN_MINI_02 = PROVOKE_TRESPASS, 2
G_M_M_KORBOSS_01_KOREAN_MINI_02 = RELOADING, 1
G_M_M_KORBOSS_01_KOREAN_MINI_02 = RELOADING, 2
G_M_M_KORBOSS_01_KOREAN_MINI_02 = RELOADING, 3
G_M_M_KORBOSS_01_KOREAN_MINI_02 = RESCUE_INJURED_BUDDY, 1
G_M_M_KORBOSS_01_KOREAN_MINI_02 = RESCUE_INJURED_BUDDY, 2
G_M_M_KORBOSS_01_KOREAN_MINI_02 = RUN_OVER_PLAYER, 1
G_M_M_KORBOSS_01_KOREAN_MINI_02 = RUN_OVER_PLAYER, 2
G_M_M_KORBOSS_01_KOREAN_MINI_02 = SHOUT_IGNORED, 1
G_M_M_KORBOSS_01_KOREAN_MINI_02 = SHOUT_IGNORED, 2
G_M_M_KORBOSS_01_KOREAN_MINI_02 = SHOUT_INSULT, 1
G_M_M_KORBOSS_01_KOREAN_MINI_02 = SHOUT_INSULT, 2
G_M_M_KORBOSS_01_KOREAN_MINI_02 = SHOUT_PERV_AT_WOMAN_AGGRESSIVE, 1
G_M_M_KORBOSS_01_KOREAN_MINI_02 = SHOUT_PERV_AT_WOMAN_AGGRESSIVE, 2
G_M_M_KORBOSS_01_KOREAN_MINI_02 = SHOUT_PERV_AT_WOMAN_PERV, 1
G_M_M_KORBOSS_01_KOREAN_MINI_02 = SHOUT_PERV_AT_WOMAN_PERV, 2
G_M_M_KORBOSS_01_KOREAN_MINI_02 = SHOUT_THREATEN_COP, 1
G_M_M_KORBOSS_01_KOREAN_MINI_02 = SHOUT_THREATEN_COP, 2
G_M_M_KORBOSS_01_KOREAN_MINI_02 = SHOUT_THREATEN_GANG, 1
G_M_M_KORBOSS_01_KOREAN_MINI_02 = SHOUT_THREATEN_GANG, 2
G_M_M_KORBOSS_01_KOREAN_MINI_02 = SHOUT_THREATEN_GANG, 3
G_M_M_KORBOSS_01_KOREAN_MINI_02 = SHOUT_THREATEN_PED, 1
G_M_M_KORBOSS_01_KOREAN_MINI_02 = SHOUT_THREATEN_PED, 2
G_M_M_KORBOSS_01_KOREAN_MINI_02 = STEPPED_IN_SHIT, 1
G_M_M_KORBOSS_01_KOREAN_MINI_02 = SURROUNDED, 1
G_M_M_KORBOSS_01_KOREAN_MINI_02 = SURROUNDED, 2
G_M_M_KORBOSS_01_KOREAN_MINI_02 = SURROUNDED, 3
G_M_M_KORBOSS_01_KOREAN_MINI_02 = SURROUNDED, 4
G_M_M_KORBOSS_01_KOREAN_MINI_02 = SURROUNDED, 5
G_M_M_KORBOSS_01_KOREAN_MINI_02 = SUSPECT_KILLED, 1
G_M_M_KORBOSS_01_KOREAN_MINI_02 = SUSPECT_KILLED, 2
G_M_M_KORBOSS_01_KOREAN_MINI_02 = SUSPECT_LOST, 1
G_M_M_KORBOSS_01_KOREAN_MINI_02 = SUSPECT_LOST, 2
G_M_M_KORBOSS_01_KOREAN_MINI_02 = SUSPECT_LOST, 3
G_M_M_KORBOSS_01_KOREAN_MINI_02 = SUSPECT_SPOTTED, 1
G_M_M_KORBOSS_01_KOREAN_MINI_02 = SUSPECT_SPOTTED, 2
G_M_M_KORBOSS_01_KOREAN_MINI_02 = SUSPECT_SPOTTED, 3
G_M_M_KORBOSS_01_KOREAN_MINI_02 = TAKE_COVER, 1
G_M_M_KORBOSS_01_KOREAN_MINI_02 = TAKE_COVER, 2
G_M_M_KORBOSS_01_KOREAN_MINI_02 = TAKE_COVER, 3
G_M_M_KORBOSS_01_KOREAN_MINI_02 = TAKE_COVER, 4
G_M_M_KORBOSS_01_KOREAN_MINI_02 = TAKE_COVER, 5
G_M_M_KORBOSS_01_KOREAN_MINI_02 = TRAPPED, 1
G_M_M_KORBOSS_01_KOREAN_MINI_02 = WON_DISPUTE, 1
G_M_M_KORBOSS_01_KOREAN_MINI_02 = WON_DISPUTE, 2
G_M_M_MEXBOSS_01_LATINO_MINI_01 = APOLOGY_NO_TROUBLE, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = APOLOGY_NO_TROUBLE, 2
G_M_M_MEXBOSS_01_LATINO_MINI_01 = BLOCKED_GENERIC, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = BLOCKED_GENERIC, 2
G_M_M_MEXBOSS_01_LATINO_MINI_01 = BUDDY_DOWN, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = BUDDY_DOWN, 2
G_M_M_MEXBOSS_01_LATINO_MINI_01 = BUMP, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = BUMP, 2
G_M_M_MEXBOSS_01_LATINO_MINI_01 = BUMP, 3
G_M_M_MEXBOSS_01_LATINO_MINI_01 = CHALLENGE_ACCEPTED_BUMPED_INTO, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = CHALLENGE_ACCEPTED_GENERIC, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = CHALLENGE_ACCEPTED_GENERIC, 2
G_M_M_MEXBOSS_01_LATINO_MINI_01 = CHALLENGE_ACCEPTED_HIT_CAR, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = CHALLENGE_THREATEN, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = CHALLENGE_THREATEN, 2
G_M_M_MEXBOSS_01_LATINO_MINI_01 = CHAT_RESP, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = CHAT_RESP, 2
G_M_M_MEXBOSS_01_LATINO_MINI_01 = CHAT_RESP, 3
G_M_M_MEXBOSS_01_LATINO_MINI_01 = CHAT_STATE, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = CHAT_STATE, 2
G_M_M_MEXBOSS_01_LATINO_MINI_01 = CHAT_STATE, 3
G_M_M_MEXBOSS_01_LATINO_MINI_01 = CHAT_STATE, 4
G_M_M_MEXBOSS_01_LATINO_MINI_01 = COVER_ME, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = COVER_ME, 2
G_M_M_MEXBOSS_01_LATINO_MINI_01 = COVER_ME, 3
G_M_M_MEXBOSS_01_LATINO_MINI_01 = COVER_ME, 4
G_M_M_MEXBOSS_01_LATINO_MINI_01 = COVER_ME, 5
G_M_M_MEXBOSS_01_LATINO_MINI_01 = COVER_YOU, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = COVER_YOU, 2
G_M_M_MEXBOSS_01_LATINO_MINI_01 = COVER_YOU, 3
G_M_M_MEXBOSS_01_LATINO_MINI_01 = COVER_YOU, 4
G_M_M_MEXBOSS_01_LATINO_MINI_01 = CRASH_GENERIC, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = DODGE, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = DRAW_GUN, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = DRAW_GUN, 2
G_M_M_MEXBOSS_01_LATINO_MINI_01 = DRAW_GUN, 3
G_M_M_MEXBOSS_01_LATINO_MINI_01 = DUCK, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = DUCK, 2
G_M_M_MEXBOSS_01_LATINO_MINI_01 = DUCK, 3
G_M_M_MEXBOSS_01_LATINO_MINI_01 = DUCK, 4
G_M_M_MEXBOSS_01_LATINO_MINI_01 = EXPLOSION_IS_IMMINENT, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = FALL_BACK, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = FALL_BACK, 2
G_M_M_MEXBOSS_01_LATINO_MINI_01 = FALL_BACK, 3
G_M_M_MEXBOSS_01_LATINO_MINI_01 = FALL_BACK, 4
G_M_M_MEXBOSS_01_LATINO_MINI_01 = FIGHT, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = FIGHT, 2
G_M_M_MEXBOSS_01_LATINO_MINI_01 = FIGHT, 3
G_M_M_MEXBOSS_01_LATINO_MINI_01 = FOOT_CHASE, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = FOOT_CHASE, 2
G_M_M_MEXBOSS_01_LATINO_MINI_01 = FOOT_CHASE, 3
G_M_M_MEXBOSS_01_LATINO_MINI_01 = FOOT_CHASE_LOSING, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = FOOT_CHASE_RESPONSE, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = FOOT_CHASE_RESPONSE, 2
G_M_M_MEXBOSS_01_LATINO_MINI_01 = GENERIC_BYE, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = GENERIC_BYE, 2
G_M_M_MEXBOSS_01_LATINO_MINI_01 = GENERIC_CHEER, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = GENERIC_CHEER, 2
G_M_M_MEXBOSS_01_LATINO_MINI_01 = GENERIC_CHEER, 3
G_M_M_MEXBOSS_01_LATINO_MINI_01 = GENERIC_CURSE_HIGH, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = GENERIC_CURSE_HIGH, 2
G_M_M_MEXBOSS_01_LATINO_MINI_01 = GENERIC_CURSE_HIGH, 3
G_M_M_MEXBOSS_01_LATINO_MINI_01 = GENERIC_CURSE_MED, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = GENERIC_CURSE_MED, 2
G_M_M_MEXBOSS_01_LATINO_MINI_01 = GENERIC_CURSE_MED, 3
G_M_M_MEXBOSS_01_LATINO_MINI_01 = GENERIC_FRIGHTENED_HIGH, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = GENERIC_FRIGHTENED_HIGH, 2
G_M_M_MEXBOSS_01_LATINO_MINI_01 = GENERIC_FRIGHTENED_HIGH, 3
G_M_M_MEXBOSS_01_LATINO_MINI_01 = GENERIC_FRIGHTENED_MED, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = GENERIC_FRIGHTENED_MED, 2
G_M_M_MEXBOSS_01_LATINO_MINI_01 = GENERIC_FRIGHTENED_MED, 3
G_M_M_MEXBOSS_01_LATINO_MINI_01 = GENERIC_HI, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = GENERIC_INSULT_HIGH, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = GENERIC_INSULT_HIGH, 2
G_M_M_MEXBOSS_01_LATINO_MINI_01 = GENERIC_INSULT_HIGH, 3
G_M_M_MEXBOSS_01_LATINO_MINI_01 = GENERIC_INSULT_MED, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = GENERIC_INSULT_MED, 2
G_M_M_MEXBOSS_01_LATINO_MINI_01 = GENERIC_INSULT_MED, 3
G_M_M_MEXBOSS_01_LATINO_MINI_01 = GENERIC_SHOCKED_HIGH, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = GENERIC_SHOCKED_HIGH, 2
G_M_M_MEXBOSS_01_LATINO_MINI_01 = GENERIC_SHOCKED_HIGH, 3
G_M_M_MEXBOSS_01_LATINO_MINI_01 = GENERIC_SHOCKED_MED, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = GENERIC_SHOCKED_MED, 2
G_M_M_MEXBOSS_01_LATINO_MINI_01 = GENERIC_SHOCKED_MED, 3
G_M_M_MEXBOSS_01_LATINO_MINI_01 = GENERIC_THANKS, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = GENERIC_WAR_CRY, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = GENERIC_WAR_CRY, 2
G_M_M_MEXBOSS_01_LATINO_MINI_01 = GENERIC_WAR_CRY, 3
G_M_M_MEXBOSS_01_LATINO_MINI_01 = GENERIC_WAR_CRY, 4
G_M_M_MEXBOSS_01_LATINO_MINI_01 = GENERIC_WAR_CRY, 5
G_M_M_MEXBOSS_01_LATINO_MINI_01 = GENERIC_WAR_CRY, 6
G_M_M_MEXBOSS_01_LATINO_MINI_01 = GENERIC_WHATEVER, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = GUN_COOL, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = GUN_COOL, 2
G_M_M_MEXBOSS_01_LATINO_MINI_01 = HIT_WOMAN, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = HIT_WOMAN, 2
G_M_M_MEXBOSS_01_LATINO_MINI_01 = JACK_VEHICLE_BACK, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = JACKED_GENERIC, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = JACKED_GENERIC, 2
G_M_M_MEXBOSS_01_LATINO_MINI_01 = KIFFLOM_GREET, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = LOOKING_AT_PHONE, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = MOVE_IN, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = MOVE_IN, 2
G_M_M_MEXBOSS_01_LATINO_MINI_01 = MOVE_IN, 3
G_M_M_MEXBOSS_01_LATINO_MINI_01 = NICE_CAR, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = NICE_CAR, 2
G_M_M_MEXBOSS_01_LATINO_MINI_01 = NICE_CAR_SHOUT, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = NICE_CAR_THANKS, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = PHONE_CONV1_CHAT1, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = PHONE_CONV1_CHAT2, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = PHONE_CONV1_CHAT3, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = PHONE_CONV1_INTRO, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = PHONE_CONV1_OUTRO, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = PHONE_CONV2_CHAT1, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = PHONE_CONV2_CHAT2, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = PHONE_CONV2_CHAT3, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = PHONE_CONV2_INTRO, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = PHONE_CONV2_OUTRO, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = PINNED_DOWN, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = PINNED_DOWN, 2
G_M_M_MEXBOSS_01_LATINO_MINI_01 = PINNED_DOWN, 3
G_M_M_MEXBOSS_01_LATINO_MINI_01 = PINNED_DOWN, 4
G_M_M_MEXBOSS_01_LATINO_MINI_01 = PINNED_DOWN, 5
G_M_M_MEXBOSS_01_LATINO_MINI_01 = PROVOKE_BAR, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = PROVOKE_BAR, 2
G_M_M_MEXBOSS_01_LATINO_MINI_01 = PROVOKE_BUMPED_INTO, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = PROVOKE_BUMPED_INTO, 2
G_M_M_MEXBOSS_01_LATINO_MINI_01 = PROVOKE_FOLLOWING, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = PROVOKE_FOLLOWING, 2
G_M_M_MEXBOSS_01_LATINO_MINI_01 = PROVOKE_GENERIC, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = PROVOKE_GENERIC, 2
G_M_M_MEXBOSS_01_LATINO_MINI_01 = PROVOKE_GENERIC, 3
G_M_M_MEXBOSS_01_LATINO_MINI_01 = PROVOKE_GENERIC, 4
G_M_M_MEXBOSS_01_LATINO_MINI_01 = PROVOKE_GENERIC, 5
G_M_M_MEXBOSS_01_LATINO_MINI_01 = PROVOKE_GENERIC, 6
G_M_M_MEXBOSS_01_LATINO_MINI_01 = PROVOKE_HIT_CAR, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = PROVOKE_HIT_CAR, 2
G_M_M_MEXBOSS_01_LATINO_MINI_01 = PROVOKE_STARING, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = PROVOKE_STARING, 2
G_M_M_MEXBOSS_01_LATINO_MINI_01 = PROVOKE_TRESPASS, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = PROVOKE_TRESPASS, 2
G_M_M_MEXBOSS_01_LATINO_MINI_01 = RELOADING, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = RELOADING, 2
G_M_M_MEXBOSS_01_LATINO_MINI_01 = RELOADING, 3
G_M_M_MEXBOSS_01_LATINO_MINI_01 = RESCUE_INJURED_BUDDY, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = RESCUE_INJURED_BUDDY, 2
G_M_M_MEXBOSS_01_LATINO_MINI_01 = RUN_OVER_PLAYER, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = RUN_OVER_PLAYER, 2
G_M_M_MEXBOSS_01_LATINO_MINI_01 = SHOUT_IGNORED, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = SHOUT_IGNORED, 2
G_M_M_MEXBOSS_01_LATINO_MINI_01 = SHOUT_INSULT, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = SHOUT_INSULT, 2
G_M_M_MEXBOSS_01_LATINO_MINI_01 = SHOUT_PERV_AT_WOMAN_AGGRESSIVE, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = SHOUT_PERV_AT_WOMAN_AGGRESSIVE, 2
G_M_M_MEXBOSS_01_LATINO_MINI_01 = SHOUT_PERV_AT_WOMAN_PERV, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = SHOUT_PERV_AT_WOMAN_PERV, 2
G_M_M_MEXBOSS_01_LATINO_MINI_01 = SHOUT_THREATEN_COP, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = SHOUT_THREATEN_COP, 2
G_M_M_MEXBOSS_01_LATINO_MINI_01 = SHOUT_THREATEN_GANG, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = SHOUT_THREATEN_GANG, 2
G_M_M_MEXBOSS_01_LATINO_MINI_01 = SHOUT_THREATEN_GANG, 3
G_M_M_MEXBOSS_01_LATINO_MINI_01 = SHOUT_THREATEN_PED, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = SHOUT_THREATEN_PED, 2
G_M_M_MEXBOSS_01_LATINO_MINI_01 = STEPPED_IN_SHIT, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = SURROUNDED, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = SURROUNDED, 2
G_M_M_MEXBOSS_01_LATINO_MINI_01 = SURROUNDED, 3
G_M_M_MEXBOSS_01_LATINO_MINI_01 = SURROUNDED, 4
G_M_M_MEXBOSS_01_LATINO_MINI_01 = SURROUNDED, 5
G_M_M_MEXBOSS_01_LATINO_MINI_01 = SUSPECT_KILLED, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = SUSPECT_KILLED, 2
G_M_M_MEXBOSS_01_LATINO_MINI_01 = SUSPECT_LOST, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = SUSPECT_LOST, 2
G_M_M_MEXBOSS_01_LATINO_MINI_01 = SUSPECT_LOST, 3
G_M_M_MEXBOSS_01_LATINO_MINI_01 = SUSPECT_SPOTTED, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = SUSPECT_SPOTTED, 2
G_M_M_MEXBOSS_01_LATINO_MINI_01 = SUSPECT_SPOTTED, 3
G_M_M_MEXBOSS_01_LATINO_MINI_01 = TAKE_COVER, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = TAKE_COVER, 2
G_M_M_MEXBOSS_01_LATINO_MINI_01 = TAKE_COVER, 3
G_M_M_MEXBOSS_01_LATINO_MINI_01 = TAKE_COVER, 4
G_M_M_MEXBOSS_01_LATINO_MINI_01 = TRAPPED, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = WON_DISPUTE, 1
G_M_M_MEXBOSS_01_LATINO_MINI_01 = WON_DISPUTE, 2
G_M_M_MEXBOSS_01_LATINO_MINI_02 = APOLOGY_NO_TROUBLE, 1
G_M_M_MEXBOSS_01_LATINO_MINI_02 = APOLOGY_NO_TROUBLE, 2
G_M_M_MEXBOSS_01_LATINO_MINI_02 = BLOCKED_GENERIC, 1
G_M_M_MEXBOSS_01_LATINO_MINI_02 = BLOCKED_GENERIC, 2
G_M_M_MEXBOSS_01_LATINO_MINI_02 = BUDDY_DOWN, 1
G_M_M_MEXBOSS_01_LATINO_MINI_02 = BUDDY_DOWN, 2
G_M_M_MEXBOSS_01_LATINO_MINI_02 = BUMP, 1
G_M_M_MEXBOSS_01_LATINO_MINI_02 = BUMP, 2
G_M_M_MEXBOSS_01_LATINO_MINI_02 = BUMP, 3
G_M_M_MEXBOSS_01_LATINO_MINI_02 = CHALLENGE_ACCEPTED_BUMPED_INTO, 1
G_M_M_MEXBOSS_01_LATINO_MINI_02 = CHALLENGE_ACCEPTED_GENERIC, 1
G_M_M_MEXBOSS_01_LATINO_MINI_02 = CHALLENGE_ACCEPTED_GENERIC, 2
G_M_M_MEXBOSS_01_LATINO_MINI_02 = CHALLENGE_ACCEPTED_HIT_CAR, 1
G_M_M_MEXBOSS_01_LATINO_MINI_02 = CHALLENGE_THREATEN, 1
G_M_M_MEXBOSS_01_LATINO_MINI_02 = CHALLENGE_THREATEN, 2
G_M_M_MEXBOSS_01_LATINO_MINI_02 = CHAT_RESP, 1
G_M_M_MEXBOSS_01_LATINO_MINI_02 = CHAT_RESP, 2
G_M_M_MEXBOSS_01_LATINO_MINI_02 = CHAT_RESP, 3
G_M_M_MEXBOSS_01_LATINO_MINI_02 = CHAT_STATE, 1
G_M_M_MEXBOSS_01_LATINO_MINI_02 = CHAT_STATE, 2
G_M_M_MEXBOSS_01_LATINO_MINI_02 = CHAT_STATE, 3
G_M_M_MEXBOSS_01_LATINO_MINI_02 = CHAT_STATE, 4
G_M_M_MEXBOSS_01_LATINO_MINI_02 = COMBAT_TAUNT, 1
G_M_M_MEXBOSS_01_LATINO_MINI_02 = COVER_ME, 1
G_M_M_MEXBOSS_01_LATINO_MINI_02 = COVER_ME, 2
G_M_M_MEXBOSS_01_LATINO_MINI_02 = COVER_ME, 3
G_M_M_MEXBOSS_01_LATINO_MINI_02 = COVER_ME, 4
G_M_M_MEXBOSS_01_LATINO_MINI_02 = COVER_ME, 5
G_M_M_MEXBOSS_01_LATINO_MINI_02 = COVER_YOU, 1
G_M_M_MEXBOSS_01_LATINO_MINI_02 = COVER_YOU, 2
G_M_M_MEXBOSS_01_LATINO_MINI_02 = COVER_YOU, 3
G_M_M_MEXBOSS_01_LATINO_MINI_02 = COVER_YOU, 4
G_M_M_MEXBOSS_01_LATINO_MINI_02 = CRASH_GENERIC, 1
G_M_M_MEXBOSS_01_LATINO_MINI_02 = DODGE, 1
G_M_M_MEXBOSS_01_LATINO_MINI_02 = DRAW_GUN, 1
G_M_M_MEXBOSS_01_LATINO_MINI_02 = DRAW_GUN, 2
G_M_M_MEXBOSS_01_LATINO_MINI_02 = DRAW_GUN, 3
G_M_M_MEXBOSS_01_LATINO_MINI_02 = DUCK, 1
G_M_M_MEXBOSS_01_LATINO_MINI_02 = DUCK, 2
G_M_M_MEXBOSS_01_LATINO_MINI_02 = DUCK, 3
G_M_M_MEXBOSS_01_LATINO_MINI_02 = DUCK, 4
G_M_M_MEXBOSS_01_LATINO_MINI_02 = EXPLOSION_IS_IMMINENT, 1
G_M_M_MEXBOSS_01_LATINO_MINI_02 = FALL_BACK, 1
G_M_M_MEXBOSS_01_LATINO_MINI_02 = FALL_BACK, 2
G_M_M_MEXBOSS_01_LATINO_MINI_02 = FALL_BACK, 3
G_M_M_MEXBOSS_01_LATINO_MINI_02 = FALL_BACK, 4
G_M_M_MEXBOSS_01_LATINO_MINI_02 = FIGHT, 1
G_M_M_MEXBOSS_01_LATINO_MINI_02 = FIGHT, 2
G_M_M_MEXBOSS_01_LATINO_MINI_02 = FIGHT, 3
G_M_M_MEXBOSS_01_LATINO_MINI_02 = FOOT_CHASE, 1
G_M_M_MEXBOSS_01_LATINO_MINI_02 = FOOT_CHASE, 2
G_M_M_MEXBOSS_01_LATINO_MINI_02 = FOOT_CHASE, 3
G_M_M_MEXBOSS_01_LATINO_MINI_02 = FOOT_CHASE_LOSING, 1
G_M_M_MEXBOSS_01_LATINO_MINI_02 = FOOT_CHASE_RESPONSE, 1
G_M_M_MEXBOSS_01_LATINO_MINI_02 = FOOT_CHASE_RESPONSE, 2
G_M_M_MEXBOSS_01_LATINO_MINI_02 = GENERIC_BYE, 1
G_M_M_MEXBOSS_01_LATINO_MINI_02 = GENERIC_BYE, 2
G_M_M_MEXBOSS_01_LATINO_MINI_02 = GENERIC_CHEER, 1
G_M_M_MEXBOSS_01_LATINO_MINI_02 = GENERIC_CHEER, 2
G_M_M_MEXBOSS_01_LATINO_MINI_02 = GENERIC_CHEER, 3
G_M_M_MEXBOSS_01_LATINO_MINI_02 = GENERIC_CURSE_HIGH, 1
G_M_M_MEXBOSS_01_LATINO_MINI_02 = GENERIC_CURSE_HIGH, 2
G_M_M_MEXBOSS_01_LATINO_MINI_02 = GENERIC_CURSE_HIGH, 3
G_M_M_MEXBOSS_01_LATINO_MINI_02 = GENERIC_CURSE_MED, 1
G_M_M_MEXBOSS_01_LATINO_MINI_02 = GENERIC_CURSE_MED, 2
G_M_M_MEXBOSS_01_LATINO_MINI_02 = GENERIC_CURSE_MED, 3
G_M_M_MEXBOSS_01_LATINO_MINI_02 = GENERIC_FRIGHTENED_HIGH, 1
G_M_M_MEXBOSS_01_LATINO_MINI_02 = GENERIC_FRIGHTENED_HIGH, 2
G_M_M_MEXBOSS_01_LATINO_MINI_02 = GENERIC_FRIGHTENED_HIGH, 3
G_M_M_MEXBOSS_01_LATINO_MINI_02 = GENERIC_FRIGHTENED_MED, 1
G_M_M_MEXBOSS_01_LATINO_MINI_02 = GENERIC_FRIGHTENED_MED, 2
G_M_M_MEXBOSS_01_LATINO_MINI_02 = GENERIC_FRIGHTENED_MED, 3
